Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
Checkov,CKV_AWS_214,Ensure AppSync API Cache is encrypted at rest,NaN,Terraform,NaN,AWS,NaN,[AppsyncAPICacheEncryptionAtRest.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/AppsyncAPICacheEncryptionAtRest.py),NaN
Checkov,CKV_AWS_215,Ensure AppSync API Cache is encrypted in transit,NaN,Terraform,NaN,AWS,NaN,[AppsyncAPICacheEncryptionInTransit.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/AppsyncAPICacheEncryptionInTransit.py),NaN
Checkov,CKV_AWS_216,Ensure CloudFront distribution is enabled,NaN,Terraform,NaN,AWS,NaN,[CloudfrontDistributionEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudfrontDistributionEnabled.py),NaN
Checkov,CKV_AWS_217,Ensure Create before destroy for API deployments,NaN,Terraform,NaN,AWS,NaN,[APIGatewayDeploymentCreateBeforeDestroy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/APIGatewayDeploymentCreateBeforeDestroy.py),NaN
Checkov,CKV_AWS_218,Ensure that CloudSearch is using latest TLS,NaN,Terraform,NaN,AWS,NaN,[CloudsearchDomainTLS.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudsearchDomainTLS.py),NaN
Checkov,CKV_AWS_219,Ensure CodePipeline Artifact store is using a KMS CMK,NaN,Terraform,NaN,AWS,NaN,[CodePipelineArtifactsEncrypted.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CodePipelineArtifactsEncrypted.py),NaN
Checkov,CKV_AWS_220,Ensure that CloudSearch is using https,NaN,Terraform,NaN,AWS,NaN,[CloudsearchDomainEnforceHttps.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudsearchDomainEnforceHttps.py),NaN
Checkov,CKV_AWS_221,Ensure CodeArtifact Domain is encrypted by KMS using a customer managed Key (CMK),NaN,Terraform,NaN,AWS,NaN,[CodeArtifactDomainEncryptedWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CodeArtifactDomainEncryptedWithCMK.py),NaN
Checkov,CKV_AWS_222,Ensure DMS replication instance gets all minor upgrade automatically,NaN,Terraform,NaN,AWS,NaN,[DMSReplicationInstanceMinorUpgrade.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DMSReplicationInstanceMinorUpgrade.py),NaN
Checkov,CKV_AWS_223,Ensure ECS Cluster enables logging of ECS Exec,NaN,Terraform,NaN,AWS,NaN,[ECSClusterLoggingEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ECSClusterLoggingEnabled.py),NaN
Checkov,CKV_AWS_224,Ensure ECS Cluster logging is enabled and client to container communication uses CMK,NaN,Terraform,NaN,AWS,NaN,[ECSClusterLoggingEncryptedWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ECSClusterLoggingEncryptedWithCMK.py),NaN
Checkov,CKV_AWS_225,Ensure API Gateway method setting caching is enabled,NaN,Terraform,NaN,AWS,NaN,[APIGatewayMethodSettingsCacheEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/APIGatewayMethodSettingsCacheEnabled.py),NaN
Checkov,CKV_AWS_226,Ensure DB instance gets all minor upgrades automatically,NaN,Terraform,NaN,AWS,NaN,[DBInstanceMinorUpgrade.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DBInstanceMinorUpgrade.py),NaN
Checkov,CKV_AWS_226,Ensure DB instance gets all minor upgrades automatically,NaN,Terraform,NaN,AWS,NaN,[DBInstanceMinorUpgrade.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DBInstanceMinorUpgrade.py),NaN
Checkov,CKV_AWS_227,Ensure KMS key is enabled,NaN,Terraform,NaN,AWS,NaN,[KMSKeyIsEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/KMSKeyIsEnabled.py),NaN
Checkov,CKV_AWS_228,Verify Elasticsearch domain is using an up to date TLS policy,NaN,Terraform,NaN,AWS,NaN,[ElasticsearchTLSPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticsearchTLSPolicy.py),NaN
Checkov,CKV_AWS_228,Verify Elasticsearch domain is using an up to date TLS policy,NaN,Terraform,NaN,AWS,NaN,[ElasticsearchTLSPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticsearchTLSPolicy.py),NaN
Checkov,CKV_AWS_229,Ensure no NACL allow ingress from 0.0.0.0:0 to port 21,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress21.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress21.py),NaN
Checkov,CKV_AWS_229,Ensure no NACL allow ingress from 0.0.0.0:0 to port 21,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress21.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress21.py),NaN
Checkov,CKV_AWS_230,Ensure no NACL allow ingress from 0.0.0.0:0 to port 20,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress20.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress20.py),NaN
Checkov,CKV_AWS_230,Ensure no NACL allow ingress from 0.0.0.0:0 to port 20,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress20.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress20.py),NaN
Checkov,CKV_AWS_231,Ensure no NACL allow ingress from 0.0.0.0:0 to port 3389,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress3389.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress3389.py),NaN
Checkov,CKV_AWS_231,Ensure no NACL allow ingress from 0.0.0.0:0 to port 3389,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress3389.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress3389.py),NaN
Checkov,CKV_AWS_232,Ensure no NACL allow ingress from 0.0.0.0:0 to port 22,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress22.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress22.py),NaN
Checkov,CKV_AWS_232,Ensure no NACL allow ingress from 0.0.0.0:0 to port 22,NaN,Terraform,NaN,AWS,NaN,[NetworkACLUnrestrictedIngress22.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NetworkACLUnrestrictedIngress22.py),NaN
Checkov,CKV_AWS_233,Ensure Create before destroy for ACM certificates,NaN,Terraform,NaN,AWS,NaN,[ACMCertCreateBeforeDestroy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ACMCertCreateBeforeDestroy.py),NaN
Checkov,CKV_AWS_234,Verify logging preference for ACM certificates,NaN,Terraform,NaN,AWS,NaN,[ACMCertSetLoggingPreference.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ACMCertSetLoggingPreference.py),NaN
Checkov,CKV_AWS_235,Ensure that copied AMIs are encrypted,NaN,Terraform,NaN,AWS,NaN,[AMICopyIsEncrypted.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/AMICopyIsEncrypted.py),NaN
Checkov,CKV_AWS_236,Ensure AMI copying uses a CMK,NaN,Terraform,NaN,AWS,NaN,[AMICopyUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/AMICopyUsesCMK.py),NaN
Checkov,CKV_AWS_237,Ensure Create before destroy for API Gateway,NaN,Terraform,NaN,AWS,NaN,[APIGatewayCreateBeforeDestroy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/APIGatewayCreateBeforeDestroy.py),NaN
Checkov,CKV_AWS_238,Ensure that GuardDuty detector is enabled,NaN,Terraform,NaN,AWS,NaN,[GuarddutyDetectorEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/GuarddutyDetectorEnabled.py),NaN
Checkov,CKV_AWS_239,Ensure DAX cluster endpoint is using TLS,NaN,Terraform,NaN,AWS,NaN,[DAXEndpointTLS.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DAXEndpointTLS.py),NaN
Checkov,CKV_AWS_240,Ensure Kinesis Firehose delivery stream is encrypted,NaN,Terraform,NaN,AWS,NaN,[KinesisFirehoseDeliveryStreamSSE.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/KinesisFirehoseDeliveryStreamSSE.py),NaN
Checkov,CKV_AWS_241,Ensure that Kinesis Firehose Delivery Streams are encrypted with CMK,NaN,Terraform,NaN,AWS,NaN,[KinesisFirehoseDeliveryStreamUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/KinesisFirehoseDeliveryStreamUsesCMK.py),NaN
Checkov,CKV_AWS_242,Ensure MWAA environment has scheduler logs enabled,NaN,Terraform,NaN,AWS,NaN,[MWAASchedulerLogsEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/MWAASchedulerLogsEnabled.py),NaN
Checkov,CKV_AWS_243,Ensure MWAA environment has worker logs enabled,NaN,Terraform,NaN,AWS,NaN,[MWAAWorkerLogsEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/MWAAWorkerLogsEnabled.py),NaN
Checkov,CKV_AWS_244,Ensure MWAA environment has webserver logs enabled,NaN,Terraform,NaN,AWS,NaN,[MWAAWebserverLogsEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/MWAAWebserverLogsEnabled.py),NaN
Checkov,CKV_AWS_245,Ensure replicated backups are encrypted at rest using KMS CMKs,NaN,Terraform,NaN,AWS,NaN,[RDSInstanceAutoBackupEncryptionWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/RDSInstanceAutoBackupEncryptionWithCMK.py),NaN
Checkov,CKV_AWS_246,Ensure RDS Cluster activity streams are encrypted using KMS CMKs,NaN,Terraform,NaN,AWS,NaN,[RDSClusterActivityStreamEncryptedWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/RDSClusterActivityStreamEncryptedWithCMK.py),NaN
Checkov,CKV_AWS_247,Ensure all data stored in the Elasticsearch is encrypted with a CMK,NaN,Terraform,NaN,AWS,NaN,[ElasticsearchEncryptionWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticsearchEncryptionWithCMK.py),NaN
Checkov,CKV_AWS_247,Ensure all data stored in the Elasticsearch is encrypted with a CMK,NaN,Terraform,NaN,AWS,NaN,[ElasticsearchEncryptionWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticsearchEncryptionWithCMK.py),NaN
Checkov,CKV_AWS_248,Ensure that Elasticsearch is not using the default Security Group,NaN,Terraform,NaN,AWS,NaN,[ElasticsearchDefaultSG.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticsearchDefaultSG.py),NaN
Checkov,CKV_AWS_248,Ensure that Elasticsearch is not using the default Security Group,NaN,Terraform,NaN,AWS,NaN,[ElasticsearchDefaultSG.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticsearchDefaultSG.py),NaN
Checkov,CKV_AWS_249,Ensure that the Execution Role ARN and the Task Role ARN are different in ECS Task definitions,NaN,Terraform,NaN,AWS,NaN,[ECSTaskDefinitionRoleCheck.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ECSTaskDefinitionRoleCheck.py),NaN
Checkov,CKV_AWS_250,Ensure that RDS PostgreSQL instances use a non vulnerable version with the log_fdw extension (https://aws.amazon.com/security/security-bulletins/AWS-2022-004/),NaN,Terraform,NaN,AWS,NaN,[RDSPostgreSQLLogFDWExtension.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/RDSPostgreSQLLogFDWExtension.py),NaN
Checkov,CKV_AWS_250,Ensure that RDS PostgreSQL instances use a non vulnerable version with the log_fdw extension (https://aws.amazon.com/security/security-bulletins/AWS-2022-004/),NaN,Terraform,NaN,AWS,NaN,[RDSPostgreSQLLogFDWExtension.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/RDSPostgreSQLLogFDWExtension.py),NaN
Checkov,CKV_AWS_251,Ensure CloudTrail logging is enabled,NaN,Terraform,NaN,AWS,NaN,[CloudtrailEnableLogging.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudtrailEnableLogging.py),NaN
Checkov,CKV_AWS_252,Ensure CloudTrail defines an SNS Topic,NaN,Terraform,NaN,AWS,NaN,[CloudtrailDefinesSNSTopic.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudtrailDefinesSNSTopic.py),NaN
Checkov,CKV_AWS_253,Ensure DLM cross region events are encrypted,NaN,Terraform,NaN,AWS,NaN,[DLMEventsCrossRegionEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DLMEventsCrossRegionEncryption.py),NaN
Checkov,CKV_AWS_254,Ensure DLM cross region events are encrypted with Customer Managed Key,NaN,Terraform,NaN,AWS,NaN,[DLMEventsCrossRegionEncryptionWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DLMEventsCrossRegionEncryptionWithCMK.py),NaN
Checkov,CKV_AWS_255,Ensure DLM cross region schedules are encrypted,NaN,Terraform,NaN,AWS,NaN,[DLMScheduleCrossRegionEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DLMScheduleCrossRegionEncryption.py),NaN
Checkov,CKV_AWS_256,Ensure DLM cross region schedules are encrypted using a Customer Managed Key,NaN,Terraform,NaN,AWS,NaN,[DLMScheduleCrossRegionEncryptionWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DLMScheduleCrossRegionEncryptionWithCMK.py),NaN
Checkov,CKV_AWS_257,Ensure CodeCommit branch changes have at least 2 approvals,NaN,Terraform,NaN,AWS,NaN,[CodecommitApprovalsRulesRequireMin2.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CodecommitApprovalsRulesRequireMin2.py),NaN
Checkov,CKV_AWS_258,Ensure that Lambda function URLs AuthType is not None,NaN,Cloudformation,NaN,AWS,NaN,[LambdaFunctionURLAuth.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/LambdaFunctionURLAuth.py),NaN
Checkov,CKV_AWS_258,Ensure that Lambda function URLs AuthType is not None,NaN,Terraform,NaN,AWS,NaN,[LambdaFunctionURLAuth.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/LambdaFunctionURLAuth.py),NaN
Checkov,CKV_AWS_259,Ensure CloudFront response header policy enforces Strict Transport Security,NaN,Terraform,NaN,AWS,NaN,[CloudFrontResponseHeaderStrictTransportSecurity.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudFrontResponseHeaderStrictTransportSecurity.py),NaN
Checkov,CKV_AWS_260,Ensure no security groups allow ingress from 0.0.0.0:0 to port 80,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress80.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupUnrestrictedIngress80.py),NaN
Checkov,CKV_AWS_260,Ensure no security groups allow ingress from 0.0.0.0:0 to port 80,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress80.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupUnrestrictedIngress80.py),NaN
Checkov,CKV_AWS_260,Ensure no security groups allow ingress from 0.0.0.0:0 to port 80,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress80.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress80.py),NaN
Checkov,CKV_AWS_260,Ensure no security groups allow ingress from 0.0.0.0:0 to port 80,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress80.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress80.py),NaN
Checkov,CKV_AWS_260,Ensure no security groups allow ingress from 0.0.0.0:0 to port 80,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress80.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress80.py),NaN
Checkov,CKV_AWS_261,Ensure HTTP HTTPS Target group defines Healthcheck,NaN,Terraform,NaN,AWS,NaN,[LBTargetGroupsDefinesHealthcheck.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/LBTargetGroupsDefinesHealthcheck.py),NaN
Checkov,CKV_AWS_261,Ensure HTTP HTTPS Target group defines Healthcheck,NaN,Terraform,NaN,AWS,NaN,[LBTargetGroupsDefinesHealthcheck.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/LBTargetGroupsDefinesHealthcheck.py),NaN
Checkov,CKV_AWS_262,Ensure Kendra index Server side encryption uses CMK,NaN,Terraform,NaN,AWS,NaN,[KendraIndexSSEUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/KendraIndexSSEUsesCMK.py),NaN
Checkov,CKV_AWS_263,Ensure AppFlow flow uses CMK,NaN,Terraform,NaN,AWS,NaN,[AppFlowUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/AppFlowUsesCMK.py),NaN
Checkov,CKV_AWS_264,Ensure AppFlow connector profile uses CMK,NaN,Terraform,NaN,AWS,NaN,[AppFlowConnectorProfileUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/AppFlowConnectorProfileUsesCMK.py),NaN
Checkov,CKV_AWS_265,Ensure Keyspaces Table uses CMK,NaN,Terraform,NaN,AWS,NaN,[KeyspacesTableUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/KeyspacesTableUsesCMK.py),NaN
Checkov,CKV_AWS_266,Ensure DB Snapshot copy uses CMK,NaN,Terraform,NaN,AWS,NaN,[DBSnapshotCopyUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DBSnapshotCopyUsesCMK.py),NaN
Checkov,CKV_AWS_267,Ensure that Comprehend Entity Recognizer's model is encrypted by KMS using a customer managed Key (CMK),NaN,Terraform,NaN,AWS,NaN,[ComprehendEntityRecognizerModelUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ComprehendEntityRecognizerModelUsesCMK.py),NaN
Checkov,CKV_AWS_268,Ensure that Comprehend Entity Recognizer's volume is encrypted by KMS using a customer managed Key (CMK),NaN,Terraform,NaN,AWS,NaN,[ComprehendEntityRecognizerVolumeUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ComprehendEntityRecognizerVolumeUsesCMK.py),NaN
Checkov,CKV_AWS_269,Ensure Connect Instance Kinesis Video Stream Storage Config uses CMK,NaN,Terraform,NaN,AWS,NaN,[ConnectInstanceKinesisVideoStreamStorageConfigUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ConnectInstanceKinesisVideoStreamStorageConfigUsesCMK.py),NaN
Checkov,CKV_AWS_270,Ensure Connect Instance S3 Storage Config uses CMK,NaN,Terraform,NaN,AWS,NaN,[ConnectInstanceS3StorageConfigUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ConnectInstanceS3StorageConfigUsesCMK.py),NaN
Checkov,CKV_AWS_271,Ensure DynamoDB table replica KMS encryption uses CMK,NaN,Terraform,NaN,AWS,NaN,[DynamoDBTableReplicaKMSUsesCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DynamoDBTableReplicaKMSUsesCMK.py),NaN
Checkov,CKV_AWS_272,Ensure AWS Lambda function is configured to validate code-signing,NaN,Terraform,NaN,AWS,NaN,[LambdaCodeSigningConfigured.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/LambdaCodeSigningConfigured.py),NaN
Checkov,CKV_AWS_273,Ensure access is controlled through SSO and not AWS IAM defined users,NaN,Terraform,NaN,AWS,NaN,[IAMUserNotUsedForAccess.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMUserNotUsedForAccess.py),NaN
Checkov,CKV_AWS_274,"Disallow IAM roles, users, and groups from using the AWS AdministratorAccess policy",NaN,Terraform,NaN,AWS,NaN,[IAMManagedAdminPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMManagedAdminPolicy.py),NaN
Checkov,CKV_AWS_274,"Disallow IAM roles, users, and groups from using the AWS AdministratorAccess policy",NaN,Terraform,NaN,AWS,NaN,[IAMManagedAdminPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMManagedAdminPolicy.py),NaN
Checkov,CKV_AWS_274,"Disallow IAM roles, users, and groups from using the AWS AdministratorAccess policy",NaN,Terraform,NaN,AWS,NaN,[IAMManagedAdminPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMManagedAdminPolicy.py),NaN
Checkov,CKV_AWS_274,"Disallow IAM roles, users, and groups from using the AWS AdministratorAccess policy",NaN,Terraform,NaN,AWS,NaN,[IAMManagedAdminPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMManagedAdminPolicy.py),NaN
Checkov,CKV_AWS_274,"Disallow IAM roles, users, and groups from using the AWS AdministratorAccess policy",NaN,Terraform,NaN,AWS,NaN,[IAMManagedAdminPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMManagedAdminPolicy.py),NaN
Checkov,CKV_AWS_274,"Disallow IAM roles, users, and groups from using the AWS AdministratorAccess policy",NaN,Terraform,NaN,AWS,NaN,[IAMManagedAdminPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMManagedAdminPolicy.py),NaN
Checkov,CKV_AWS_275,Disallow policies from using the AWS AdministratorAccess policy,NaN,Terraform,NaN,AWS,NaN,[IAMManagedAdminPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/data/aws/IAMManagedAdminPolicy.py),NaN
Checkov,CKV_AWS_276,Ensure Data Trace is not enabled in API Gateway Method Settings,NaN,Terraform,NaN,AWS,NaN,[APIGatewayMethodSettingsDataTrace.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/APIGatewayMethodSettingsDataTrace.py),NaN
Checkov,CKV_AWS_277,Ensure no security groups allow ingress from 0.0.0.0:0 to port -1,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngressAny.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngressAny.py),NaN
Checkov,CKV_AWS_277,Ensure no security groups allow ingress from 0.0.0.0:0 to port -1,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngressAny.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngressAny.py),NaN
Checkov,CKV_AWS_277,Ensure no security groups allow ingress from 0.0.0.0:0 to port -1,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngressAny.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngressAny.py),NaN
Checkov,CKV_AWS_278,Ensure MemoryDB snapshot is encrypted by KMS using a customer managed Key (CMK),NaN,Terraform,NaN,AWS,NaN,[MemoryDBSnapshotEncryptionWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/MemoryDBSnapshotEncryptionWithCMK.py),NaN
Checkov,CKV_AWS_279,Ensure Neptune snapshot is securely encrypted,NaN,Terraform,NaN,AWS,NaN,[NeptuneClusterSnapshotEncrypted.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NeptuneClusterSnapshotEncrypted.py),NaN
Checkov,CKV_AWS_280,Ensure Neptune snapshot is encrypted by KMS using a customer managed Key (CMK),NaN,Terraform,NaN,AWS,NaN,[NeptuneClusterSnapshotEncryptedWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NeptuneClusterSnapshotEncryptedWithCMK.py),NaN
Checkov,CKV_AWS_281,Ensure RedShift snapshot copy is encrypted by KMS using a customer managed Key (CMK),NaN,Terraform,NaN,AWS,NaN,[RedshiftClusterSnapshotCopyGrantEncryptedWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/RedshiftClusterSnapshotCopyGrantEncryptedWithCMK.py),NaN
Checkov,CKV_AWS_282,Ensure that Redshift Serverless namespace is encrypted by KMS using a customer managed key (CMK),NaN,Terraform,NaN,AWS,NaN,[RedshiftServerlessNamespaceKMSKey.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/RedshiftServerlessNamespaceKMSKey.py),NaN
Checkov,CKV_AWS_283,Ensure no IAM policies documents allow ALL or any AWS principal permissions to the resource,NaN,Terraform,NaN,AWS,NaN,[IAMPublicActionsPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/data/aws/IAMPublicActionsPolicy.py),NaN
Checkov,CKV_AWS_284,Ensure State Machine has X-Ray tracing enabled,NaN,Terraform,NaN,AWS,NaN,[StateMachineXray.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/StateMachineXray.py),NaN
Checkov,CKV_AWS_285,Ensure State Machine has execution history logging enabled,NaN,Terraform,NaN,AWS,NaN,[StateMachineLoggingExecutionHistory.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/StateMachineLoggingExecutionHistory.py),NaN
